GeneID	Length	Ngfr-P-3
75973	2749	62
70538	617	2
629461	2137	61
100628609	55	0
103268	2392	212
140742	3339	2596
213402	4865	19
624784	2896	35
56484	2889	2520
215951	2513	466
666540	1120	2
54198	1377	2724
21907	3233	0
14628	3009	760
140740	6032	4404
268297	4745	9
109205	4980	1940
74530	1859	138
71365	2031	221
331623	6049	775
67851	898	260
100862325	514	0
12484	1816	6920
414125	1833	0
69443	1060	0
76563	1970	275
170728	2981	316
11630	7416	5224
70365	1522	0
11793	2352	1405
100316688	93	2
12142	5143	246
19072	2719	2432
78977	1851	0
23828	1607	0
380669	5403	0
209462	3785	1204
320363	1892	0
100418235	2163	0
14806	4872	0
100504076	1592	0
77987	7477	2273
20464	7355	3
14727	1305	139
14728	1420	240
77296	555	0
210198	2856	0
320995	3701	0
71090	1021	0
215031	1466	0
19886	7401	0
66686	3025	270
94221	4317	1430
66650	1823	0
52014	4614	2295
629689	1579	0
22639	3420	38
215085	4973	3
100862347	1026	0
100038725	2691	170
100502820	658	4
18821	2480	0
432460	504	0
100502868	5486	1
71567	3873	670
66403	2192	553
100042554	949	10
75906	3950	60
17155	3889	2519
100502920	1230	6
544696	7240	699
73390	2140	60
14609	3105	3848
100862378	716	0
791298	3115	0
74928	723	1
15500	2623	735
56442	2879	4814
18768	6039	38
12140	762	0
100502970	631	2
57319	1791	2653
100504180	2222	0
74399	2895	1
245263	1813	0
791309	3636	0
70297	6511	2213
110829	4941	2766
19386	9477	9826
76138	2466	165
13608	3680	281
103505	1320	1
237353	5781	19
103080	2654	1043
268301	4513	1325
18451	4043	783
69836	1066	0
18302	2716	9
215999	2872	2628
216001	2275	2368
56709	1774	1059
100503588	745	15
74747	1685	1310
52717	1329	1087
69090	1578	1215
94214	3916	75
53374	6113	1346
19156	2731	21726
22295	11260	4
74048	4846	113
100302688	858	0
71279	5240	783
107449	5867	1335
100503834	701	0
73616	853	0
327760	1131	0
13180	810	69
20397	4123	3547
65971	2023	2
237360	5188	0
100862379	900	0
18646	2054	1
27355	4274	549
18119	2094	0
13688	1786	2338
100503821	3961	32
216011	2635	158
237362	1307	0
67895	1292	1448
20224	2602	4907
71767	2286	794
71361	3468	777
404634	1910	698
100628583	85	0
12817	2900	0
432466	1550	256
69894	1731	380
11925	1540	0
70423	3605	4549
21337	2258	1
15275	4509	7255
70162	557	23
216019	3483	2
338359	2390	624
74706	2194	6
30930	3252	2518
19073	938	120
72320	2472	1453
56200	4743	5030
100862011	549	0
94213	2507	2516
216021	3102	1
67500	4478	4274
100217463	28	16
52463	14082	118
73132	3141	788
327762	4122	80
70432	8936	571
432467	2168	307
67307	2211	23
68371	1952	1
53404	450	0
68802	5246	0
641387	764	2
67345	4043	1956
100502721	1584	3
93759	3910	3903
30045	1365	244
216033	3924	1
791346	2569	0
216028	3852	0
100502808	1111	0
69433	345	0
28193	5550	4499
108829	8947	7400
641340	1789	294
13654	2965	15602
211488	4445	770
100038508	2225	0
216049	4257	117
170799	3932	13
71371	4494	8329
100503521	2231	0
75148	769	0
73287	1238	2
327766	5052	0
69288	4631	999
320700	2969	70
12534	2860	669
11735	10685	1764
76551	5511	3072
69563	443	1
66859	3563	39
71721	3510	12
70911	3010	8
319646	2082	1
83675	3111	11
319572	2300	0
21780	3918	951
216080	1431	812
52637	965	1616
69718	5417	4176
622812	1008	0
108950	806	0
100040505	2619	198
52696	2676	795
327768	1989	0
100861952	1042	0
11994	15991	1
71236	1223	2
14687	2435	59
76877	2620	111
110279	6537	3726
74392	6438	3638
11540	2534	5
544707	907	0
103149	1437	161
71125	1262	0
68778	2910	566
67332	604	1116
192734	4601	2
14598	2022	10
23887	4137	516
100503432	424	5
71733	3255	15
104248	7460	2834
13202	609	577
103140	1873	1173
14871	1037	200
75886	964	0
14872	1370	16
17319	554	428
70377	1336	22
20587	1657	2271
100861975	691	0
17385	2247	219
103172	948	597
333670	1215	13
22364	602	38
333669	2838	0
64453	4874	342
64454	2132	0
64452	2055	0
15468	2052	756
751554	84	0
20203	1661	13
64451	6355	2601
18541	9530	2747
67523	997	0
76964	1763	39
216119	4522	110
54387	6383	2458
16987	3102	518
74953	1237	32
76573	1331	1
14317	2710	0
12834	3729	6
100861980	894	0
12833	3976	6
59093	2175	167
100038479	1548	0
20509	2390	297
12822	5791	831
100169878	719	5
80294	2219	1124
110532	6634	896
100045653	2564	12
108707	2428	1027
16414	2862	82
108705	2247	4757
20610	2493	2289
22213	1982	1367
100316811	84	0
100502831	801	0
670895	961	0
16697	400	0
100009614	553	0
100502921	363	0
16694	671	0
100502953	363	0
77763	678	0
100041250	693	0
100041261	693	0
634517	693	0
100041281	693	0
634504	711	0
675294	678	0
100503388	747	0
670880	1097	0
100040299	723	0
100191037	902	0
544710	1305	0
622629	930	0
100041351	664	0
252974	2163	196
75188	914	1
237387	4296	124
28240	7292	76
67884	1696	565
18641	3719	4206
11634	1929	17
54427	1885	2
50723	2748	1790
100503488	816	1
28295	1363	574
110816	3871	936
216131	5048	5209
28169	3439	2482
18114	2008	4613
13014	602	2257
216134	5094	3501
791283	3273	0
258224	1064	0
216136	2329	1043
71709	3288	666
257883	1160	0
12365	2331	0
70976	1718	0
20513	2089	1
258305	963	0
257734	1148	0
259163	1095	0
18372	933	0
259044	1266	0
259074	1174	0
259042	960	0
18357	1080	0
72128	4229	887
624765	2592	0
216144	3276	0
624845	2598	0
625029	2595	3
50784	1646	2102
70427	2562	1284
21830	1249	0
237397	6754	5
216148	3961	0
100503607	877	0
382384	1248	0
17123	1420	0
110012	1101	496
216150	1266	1072
16904	1286	75
12215	1752	17502
15166	3195	115
216151	3762	1219
67112	489	7
70294	1639	1563
83554	1953	54
73106	2693	3
100503626	1871	1
18483	2651	1133
78906	2427	2252
414101	3595	100
19205	2933	12824
216152	4275	315
19152	972	0
50701	920	1
100503642	254	1894
11537	923	0
216154	3218	1977
100862144	1000	0
109284	1821	1537
114229	3163	57
13496	5326	158
216156	2954	1057
170483	3274	62
216157	2223	3816
12798	1782	4250
27403	6594	2642
70719	4052	141
66420	1008	1703
625249	1201	800
216161	4640	9061
20869	1621	3250
100503659	3294	1772
66043	931	1609
100862154	483	0
59090	3708	9743
12696	1256	1864
69770	651	214
13637	2131	55
68114	3717	1377
75406	758	1054
14431	944	85
70248	2085	2378
103232	462	19
20054	522	14446
23805	9074	80
66374	1659	811
18551	2514	118
70335	2016	1745
66548	2572	3054
216166	2112	38
237400	3258	989
17192	1589	2877
100503758	442	1
66594	436	0
21423	3547	2439
246086	4695	0
67331	4411	0
66932	5249	2366
118445	2652	1666
216169	1473	1048
100113398	1411	33
100862189	844	0
56214	1802	1550
103236	2511	3332
208198	3026	1813
17347	3070	12901
208228	2647	1014
71564	938	166
11776	4730	4754
208266	5694	3113
78670	1260	721
20222	1674	1498
11705	1665	8
71912	1116	0
18245	1074	1051
100316778	74	0
237403	3439	0
66094	468	10
73218	2869	1330
432478	3454	5
30055	1225	986
16907	3371	1209
17873	1266	3820
14708	3495	127
208666	2920	0
106947	3462	988
52551	1947	2460
50492	2585	808
208677	2283	1
26396	2373	2426
16969	5373	4954
59004	1673	704
13629	3100	77516
100217454	53	30
100503773	446	0
13144	1824	934
69678	318	0
69564	1840	0
16467	3677	0
103406	3341	152
17179	1734	72
66047	587	663
57267	2107	949
100526465	91	4
27375	3031	4627
18717	4279	2064
70312	2724	1238
21390	1919	1
209047	1024	0
15353	1659	1409
73822	1702	122
432479	695	81
56371	2254	1299
102115	1444	733
100503793	1017	42
72273	575	93
18029	6295	6889
319586	4390	40
103425	2879	2208
13611	2393	74
14676	1962	1085
14672	3262	2649
14797	1347	6684
21886	3115	1349
114606	2015	310
268319	1890	15
50721	2134	462
70615	3658	206
100233208	4725	8
666448	468	0
73610	2384	22
100040944	2851	6
666738	468	4
666501	468	7
331188	4067	4
666548	468	0
100038681	1556	11
666790	468	4
408062	2300	140
327780	2673	2
216177	2634	122
237411	2031	96
100503696	5187	0
237412	2238	84
432480	662	0
100862390	322	0
544717	748	117
21665	3218	365
74782	2153	400
67933	2386	745
18045	2552	1565
70003	1056	2
50493	4019	7173
66341	1305	242
58250	5528	732
338365	4386	75
28109	3509	1102
216188	6030	28
319277	5858	1400
216190	2946	4106
69784	1194	11
77976	5026	608
216197	2915	2126
442847	1334	0
216198	2400	1722
100503200	2524	10
70428	4830	1246
71137	4074	0
625690	555	0
237422	3069	1312
14202	2670	0
103266	3778	326
74238	1567	50
12952	3016	1579
74007	5955	2660
626858	1476	0
626940	1449	0
100503271	204	0
103136	2579	1478
72843	3921	1732
67341	1157	1
28088	1979	3902
270757	2328	1
69754	1886	831
27204	11838	494
78170	564	0
21859	4681	15094
100503291	464	0
627035	1482	0
382395	1473	0
66263	1620	81
22027	2759	12654
103220	5032	132
103466	5952	2117
192188	8133	8
83559	1183	0
76640	1343	0
100038674	2335	0
17172	2259	11
18478	2143	0
16000	7817	2
100503785	1270	0
22172	1347	56
110312	748	1
75317	3628	84
626115	1288	0
69736	1369	276
67282	1379	759
71712	2807	1794
432486	5204	2846
20962	1122	50
212862	3411	991
109272	3981	1
20728	1266	0
237433	1561	6
104303	842	1298
70683	8831	2120
216225	5331	811
320091	4117	3
237436	6748	214
20186	2340	0
216227	4452	3
213326	3431	3433
67019	1703	387
75089	6446	5550
77531	10286	58
100043039	308	10
11783	6557	790
67454	4110	371
18674	1512	6679
100861804	464	0
21917	8127	5871
100503982	1051	22
723955	100	0
110333	2687	4
100526517	84	0
627800	1604	2
667203	692	0
17997	3533	923
380653	2199	2
380654	7399	16
237459	3643	1039
100316689	119	0
13713	4234	553
432488	855	0
16993	2066	2371
15109	2758	2
71761	2421	27
237465	3655	7
69878	813	147
74454	1859	2
57764	2411	480
667338	611	0
100504069	908	0
327799	3957	0
56307	4990	3976
74923	2075	0
723908	96	3
215008	4479	897
13998	8044	1008
22025	3827	1434
66414	561	124
100861832	322	0
215472	773	0
319880	5889	610
67723	4135	406
77048	2986	866
54712	7045	65
12905	1650	519
69629	642	0
216233	2698	2265
70523	1182	9
67270	666	775
93765	3851	1113
71207	3231	7487
100526463	91	13
216238	7836	3811
100504157	192	0
12226	5010	15601
75301	1015	0
100628616	85	0
13179	2084	11758
17022	2075	1
75025	1465	0
16545	1950	0
13516	1723	0
100038699	1633	0
66716	1868	1
791295	1882	0
667438	551	0
67972	7130	5569
382406	2727	686
14426	5113	1858
100861874	277	0
67603	2797	19258
100504202	2095	2
100417125	2506	0
71832	1954	6
17311	5450	6519
100043224	914	0
100043227	927	0
100043231	910	0
100043235	910	0
100043239	910	0
100043247	914	0
237500	6630	2781
216274	8006	1128
68281	2419	173
66605	1690	0
67569	4760	11
100526516	81	0
67405	1180	0
237504	2118	4154
216285	2493	0
74978	5293	53
103098	3644	202
100861880	927	0
100861891	927	0
100861901	927	0
637578	927	0
100043292	1258	0
278279	5673	1496
327812	3204	143
216292	2039	313
52713	1078	603
639162	567	0
321001	3879	0
327814	6437	0
380660	3104	3
108030	5964	0
17877	2083	0
17878	1248	0
237523	7058	0
628870	6984	0
17931	3403	4071
114774	1828	2002
20979	4820	10
368203	1117	1
260315	7782	2
109335	1303	0
52679	5476	160
75630	610	0
13008	889	413
320150	4549	965
432502	930	1667
237542	7152	1322
71769	2753	85
53605	4094	2356
382421	558	6
21664	1953	4194
71321	1144	0
629206	2171	0
52705	4990	1585
73690	1081	235
69286	896	0
67537	1879	0
544736	711	1
353025	2760	15
268345	6196	0
69355	887	0
382423	3599	3770
237553	5722	3
216343	2626	0
100861951	889	0
66687	3779	1663
668041	426	17
216344	1824	1549
100038558	729	0
67226	3010	917
66816	3408	808
216345	6956	2133
14160	4711	7
100861970	721	0
77798	1007	0
216350	1522	4217
19279	4031	1
619332	2254	0
19263	11912	1
58802	1005	1
67342	753	0
100504412	511	0
72068	3483	3793
100504423	1390	46
72286	594	0
237558	3114	1
216363	2690	2208
71086	1724	70
103175	2383	0
544741	612	8
382427	2719	11
100038610	1014	0
237560	1428	0
100862026	571	0
12461	1962	4679
327826	5684	2588
64050	1408	992
77397	1219	0
17105	1057	10927
17110	1265	47
432508	6534	2717
70574	5195	1090
17246	3027	3578
215436	3483	611
103468	3092	765
100862040	1467	71
215449	1937	1931
71067	1704	0
17245	3151	490
50929	1088	0
116849	1111	0
668198	2567	1
668203	2552	0
668205	2552	16
668209	2552	1
668213	2552	1
668216	3161	10
15978	1207	0
69181	2137	904
100038589	2706	3
97640	1940	0
73400	386	0
71902	8209	5304
67081	894	0
74053	3641	401
75321	723	0
117599	4532	527
73914	2969	57
68212	808	1072
100504548	927	0
66225	1162	71
15364	4176	278
321010	1115	1
320626	2250	5
791076	120	1
100038546	2358	0
70874	1749	2
320183	3709	351
100504616	2973	15
380664	4743	1474
24117	2242	2
100504636	1260	0
74694	5696	935
75612	3855	3682
192678	3425	3048
56480	3031	2010
73192	5989	2864
216393	3427	17
270802	3117	410
117600	7821	617
216394	1479	0
668272	1768	39
216395	1378	984
100043513	520	0
54140	2671	0
319272	2547	2
319468	7518	1615
387251	85	0
67074	9303	4562
14479	3215	2924
100042958	420	3
268354	4610	0
100505018	1023	0
75030	1333	0
20503	2419	2033
320398	4050	3841
68876	1366	209
52468	5065	8498
723962	84	1
723882	121	0
11567	3033	250
66399	1180	539
100504608	699	8
17299	887	284
13115	2421	12
216438	1998	474
12567	1347	3656
67125	1543	2086
100504703	329	26
216439	5633	12
216440	4049	7024
14421	3289	3944
216441	2215	51
52666	2387	146
80904	1944	1838
100038591	2552	25
117150	3374	2537
16572	7006	31
69654	1933	4736
110962	4046	3748
13198	871	508
216443	2963	1386
216445	1811	26
14632	3662	2
16326	2135	0
16325	1969	0
71750	4530	4045
237611	1790	57
407790	962	2
108037	2305	1357
104080	1675	6
16971	14892	17149
20852	3805	4886
17937	2575	1448
72243	695	22
210035	6515	444
432516	3353	9
21334	884	0
320080	5960	844
11536	1694	11
107605	3890	4
103142	2698	2
19683	3208	0
380674	3648	0
216453	1889	1
216454	1265	0
54150	1608	0
70061	2851	3
27400	1459	0
19075	1533	464
17938	7034	2240
56351	1954	137
100862107	1045	12
11947	1879	21458
751518	78	5
116848	8369	6805
56516	5609	1660
216456	2460	1
66701	1570	180
17339	2143	0
21853	4515	190
28194	1618	1
103161	1930	0
20847	4394	1362
83430	1359	1
103135	4450	2140
56530	1017	1249
12974	2828	7449
210582	2507	513
237615	6615	2844
72002	2144	15
69917	1052	1017
67588	4377	907
68094	5028	5777
17904	614	4382
216459	1026	77
100502705	2004	86
23943	3687	2093
103284	2091	805
67945	449	10658
18813	2432	4347
13867	4020	4280
668459	639	9
27370	448	5820
22781	3580	277
211389	2349	789
19344	3180	2150
12566	2432	1044
20431	2130	131
13139	2815	8599
78428	1491	518
58223	3453	3
73827	2335	176
74330	4229	2366
66844	2055	303
66118	1062	236
14561	1811	3
12512	1037	1550
19682	1261	113
14533	550	714
16404	4022	146
71664	1227	1
18373	939	0
258861	930	0
622733	978	0
544748	930	0
546487	978	0
258315	930	0
258863	939	0
257667	939	0
100862148	672	0
258862	936	0
258540	954	0
257666	1004	0
257664	936	0
258232	939	0
258538	939	0
404321	939	0
258537	936	0
258281	939	0
258723	936	0
257985	945	0
258724	960	0
258542	939	0
258069	939	0
258544	936	0
258935	969	0
258932	939	0
258150	936	0
258375	963	0
258933	933	0
258549	936	0
258929	936	0
258541	936	0
258282	957	0
258934	939	0
258547	927	0
258068	945	0
258548	960	0
258546	942	0
258931	936	0
258930	939	0
258321	987	0
258543	939	0
258545	960	0
258791	933	0
258252	933	0
259165	933	0
258665	951	0
258667	939	0
258773	957	0
100043200	963	0
258266	945	0
258670	939	0
258772	933	0
258666	939	0
258668	948	0
258669	948	0
258672	963	0
258671	942	0
258297	969	0
11923	3345	0
67596	1694	0
625068	2550	0
623734	2553	0
625109	2547	0
625131	2547	0
434624	729	9
236604	2857	315
78887	4025	505
74203	4230	2453
13494	1524	1802
56218	3482	807
791413	3553	18
100302648	869	29
216505	2243	1020
16886	5047	14750
193670	2867	930
71523	2583	78
237625	2623	24
170835	3473	33
114679	872	34
29856	3387	1118
544752	6675	3614
74522	5238	2547
74309	4097	9
67430	2618	40
75219	4632	587
100862138	970	0
103710	3059	723
21452	2133	2813
75342	1220	6
64934	2911	1702
53897	2043	1748
100862181	569	5
103655	2956	401
380683	3928	21628
67900	1396	66
67815	2529	135
71673	1937	979
100526466	83	2
216516	5153	895
67465	4916	3124
103724	1913	2135
71962	1548	500
18413	1907	43
16878	4040	846
75828	1343	2
74302	5674	4854
327860	1562	0
75452	2604	1931
66152	441	1644
67178	789	717
192650	699	0
18016	5298	4557
18082	1874	696
107829	2235	1266
380684	3994	12
11764	4543	3208
100038587	2826	3
78926	5403	2328
75668	1108	43
14030	2400	5331
279766	1821	289
140703	1911	5
84035	4908	6910
407821	6306	1651
22433	1800	4101
104479	3402	1733
76389	4491	0
665181	444	223
64660	1007	610
72046	5611	1841
76508	1840	165
13169	2369	2445
56012	906	68
54125	2925	765
11568	4049	0
18972	1610	595
17898	590	2
103988	2245	2
56418	2476	3105
12323	4190	85
100861932	469	0
209586	3963	2023
100042173	824	36
237636	4571	7
52513	3287	1155
100861956	701	78
103694	1625	1099
18293	6984	9339
52915	4203	3647
268373	736	260
77605	1636	1442
19291	8478	10096
246177	3307	42
100861985	418	0
100041286	592	192
216527	2104	593
192950	4893	11
21379	3139	1353
100217467	101	2
22373	562	0
100041311	1306	0
56089	1221	7
626419	664	0
665343	549	0
432530	12259	3
100041347	1003	0
16006	1520	0
16009	2447	9334
100503529	571	0
319939	7483	22263
171395	7915	0
15574	4581	477
194974	1205	0
626870	2400	28
22271	1532	53
268379	16011	20
319922	3578	3
53604	3845	46
432534	2917	7
73862	753	10
22778	5163	1077
60530	2974	162
13195	2089	6
73321	1075	0
14783	5158	253
12808	5618	5698
100503630	1803	0
73307	562	0
432536	1077	0
211739	3629	0
20335	779	22
665689	2059	545
13649	6438	7277
319954	4103	29
72735	3137	2
319701	2117	19
56193	4117	244
380686	1539	1
19058	2829	3624
66249	1565	927
103784	3431	485
57316	2957	645
68145	4192	495
100502821	502	0
17268	3441	2308
